"","country","year","population"
"1614","Denmark","1998",5.30277
"1615","Denmark","1999",5.32013
"1616","Denmark","2000",5.33742
"1617","Denmark","2001",5.35583
"1618","Denmark","2002",5.37469
"1619","Denmark","2003",5.39414
"1620","Denmark","2004",5.41339
"1621","Denmark","2005",5.43234
"1622","Denmark","2006",5.45066
"1623","Denmark","2007",5.46812
"1624","Denmark","2008",5.48472
"1625","Denmark","2009",5.50051
"1626","Denmark","2010",5.51558
"1627","Djibouti","1980",0.32687
"1628","Djibouti","1981",0.34483
"1629","Djibouti","1982",0.35616
"1630","Djibouti","1983",0.37012
"1631","Djibouti","1984",0.37461
"1632","Djibouti","1985",0.38222
"1633","Djibouti","1986",0.39651
"1634","Djibouti","1987",0.40946
"1635","Djibouti","1988",0.41715
"1636","Djibouti","1989",0.44245
"1637","Djibouti","1990",0.49919
"1638","Djibouti","1991",0.55198
"1639","Djibouti","1992",0.54709
"1640","Djibouti","1993",0.53443
"1641","Djibouti","1994",0.54689
"1642","Djibouti","1995",0.55303
"1643","Djibouti","1996",0.56843
"1644","Djibouti","1997",0.59249
"1645","Djibouti","1998",0.62088
"1646","Djibouti","1999",0.64626
"1647","Djibouti","2000",0.66942
"1648","Djibouti","2001",0.69299
"1649","Djibouti","2002",0.71635
"1650","Djibouti","2003",0.69078
"1651","Djibouti","2004",0.65741
"1652","Djibouti","2005",0.6664
"1653","Djibouti","2006",0.67914
"1654","Djibouti","2007",0.69438
"1655","Djibouti","2008",0.7092
"1656","Djibouti","2009",0.72462
"1657","Djibouti","2010",0.74053
"1658","Dominica","1980",0.07389
"1659","Dominica","1981",0.07352
"1660","Dominica","1982",0.07381
"1661","Dominica","1983",0.07429
"1662","Dominica","1984",0.07399
"1663","Dominica","1985",0.07311
"1664","Dominica","1986",0.07238
"1665","Dominica","1987",0.07182
"1666","Dominica","1988",0.07134
"1667","Dominica","1989",0.07051
"1668","Dominica","1990",0.07001
"1669","Dominica","1991",0.07012
"1670","Dominica","1992",0.07028
"1671","Dominica","1993",0.07042
"1672","Dominica","1994",0.07092
"1673","Dominica","1995",0.07142
"1674","Dominica","1996",0.071
"1675","Dominica","1997",0.07028
"1676","Dominica","1998",0.07004
"1677","Dominica","1999",0.07035
"1678","Dominica","2000",0.07082
"1679","Dominica","2001",0.07121
"1680","Dominica","2002",0.07153
"1681","Dominica","2003",0.07173
"1682","Dominica","2004",0.07193
"1683","Dominica","2005",0.07212
"1684","Dominica","2006",0.07225
"1685","Dominica","2007",0.07238
"1686","Dominica","2008",0.07251
"1687","Dominica","2009",0.07266
"1688","Dominica","2010",0.07281
"1689","Dominican Republic","1980",5.69686
"1690","Dominican Republic","1981",5.83171
"1691","Dominican Republic","1982",5.96874
"1692","Dominican Republic","1983",6.10582
"1693","Dominican Republic","1984",6.24155
"1694","Dominican Republic","1985",6.37855
"1695","Dominican Republic","1986",6.51682
"1696","Dominican Republic","1987",6.65696
"1697","Dominican Republic","1988",6.79877
"1698","Dominican Republic","1989",6.94187
"1699","Dominican Republic","1990",7.08362
"1700","Dominican Republic","1991",7.2248
"1701","Dominican Republic","1992",7.36293
"1702","Dominican Republic","1993",7.49428
"1703","Dominican Republic","1994",7.62413
"1704","Dominican Republic","1995",7.75897
"1705","Dominican Republic","1996",7.89898
"1706","Dominican Republic","1997",8.03994
"1707","Dominican Republic","1998",8.18221
"1708","Dominican Republic","1999",8.3252
"1709","Dominican Republic","2000",8.46891
"1710","Dominican Republic","2001",8.61355
"1711","Dominican Republic","2002",8.7569
"1712","Dominican Republic","2003",8.89658
"1713","Dominican Republic","2004",9.03239
"1714","Dominican Republic","2005",9.16447
"1715","Dominican Republic","2006",9.29504
"1716","Dominican Republic","2007",9.42623
"1717","Dominican Republic","2008",9.55818
"1718","Dominican Republic","2009",9.69079
"1719","Dominican Republic","2010",9.82382
"1720","Ecuador","1980",7.9205
"1721","Ecuador","1981",8.14108
"1722","Ecuador","1982",8.36585
"1723","Ecuador","1983",8.59349
"1724","Ecuador","1984",8.82583
"1725","Ecuador","1985",9.06166
"1726","Ecuador","1986",9.30108
"1727","Ecuador","1987",9.54516
"1728","Ecuador","1988",9.79412
"1729","Ecuador","1989",10.04822
"1730","Ecuador","1990",10.31804
"1731","Ecuador","1991",10.42992
"1732","Ecuador","1992",10.55381
"1733","Ecuador","1993",10.75368
"1734","Ecuador","1994",11.01255
"1735","Ecuador","1995",11.26561
"1736","Ecuador","1996",11.52648
"1737","Ecuador","1997",11.79247
"1738","Ecuador","1998",12.05063
"1739","Ecuador","1999",12.26831
"1740","Ecuador","2000",12.44584
"1741","Ecuador","2001",12.62912
"1742","Ecuador","2002",12.82728
"1743","Ecuador","2003",13.07418
"1744","Ecuador","2004",13.3684
"1745","Ecuador","2005",13.66232
"1746","Ecuador","2006",13.91706
"1747","Ecuador","2007",14.13496
"1748","Ecuador","2008",14.35447
"1749","Ecuador","2009",14.5731
"1750","Ecuador","2010",14.79061
"1751","Egypt","1980",42.63422
"1752","Egypt","1981",44.1961
"1753","Egypt","1982",45.68181
"1754","Egypt","1983",47.09303
"1755","Egypt","1984",48.55016
"1756","Egypt","1985",50.05238
"1757","Egypt","1986",51.59343
"1758","Egypt","1987",52.3751
"1759","Egypt","1988",53.16221
"1760","Egypt","1989",53.94841
"1761","Egypt","1990",54.90738
"1762","Egypt","1991",55.86165
"1763","Egypt","1992",56.62499
"1764","Egypt","1993",57.3843
"1765","Egypt","1994",58.15695
"1766","Egypt","1995",58.94503
"1767","Egypt","1996",59.75782
"1768","Egypt","1997",61.07191
"1769","Egypt","1998",62.41172
"1770","Egypt","1999",63.77347
"1771","Egypt","2000",65.15855
"1772","Egypt","2001",66.57408
"1773","Egypt","2002",68.02312
"1774","Egypt","2003",69.50186
"1775","Egypt","2004",71.00947
"1776","Egypt","2005",72.54351
"1777","Egypt","2006",74.10059
"1778","Egypt","2007",75.67654
"1779","Egypt","2008",77.26669
"1780","Egypt","2009",78.86664
"1781","Egypt","2010",80.47187
"1782","El Salvador","1980",4.57041
"1783","El Salvador","1981",4.51972
"1784","El Salvador","1982",4.47992
"1785","El Salvador","1983",4.52671
"1786","El Salvador","1984",4.59375
"1787","El Salvador","1985",4.67105
"1788","El Salvador","1986",4.75832
"1789","El Salvador","1987",4.85014
"1790","El Salvador","1988",4.93899
"1791","El Salvador","1989",5.02478
"1792","El Salvador","1990",5.10982
"1793","El Salvador","1991",5.19624
"1794","El Salvador","1992",5.28601
"1795","El Salvador","1993",5.33415
"1796","El Salvador","1994",5.3952
"1797","El Salvador","1995",5.47983
"1798","El Salvador","1996",5.56411
"1799","El Salvador","1997",5.63681
"1800","El Salvador","1998",5.71157
"1801","El Salvador","1999",5.78837
"1802","El Salvador","2000",5.84982
"1803","El Salvador","2001",5.8837
"1804","El Salvador","2002",5.90183
"1805","El Salvador","2003",5.91985
"1806","El Salvador","2004",5.93512
"1807","El Salvador","2005",5.95622
"1808","El Salvador","2006",5.97089
"1809","El Salvador","2007",5.98175
"1810","El Salvador","2008",6.00645
"1811","El Salvador","2009",6.0306
"1812","El Salvador","2010",6.05206
"1813","Equatorial Guinea","1980",0.25601
"1814","Equatorial Guinea","1981",0.27178
"1815","Equatorial Guinea","1982",0.28548
"1816","Equatorial Guinea","1983",0.29958
"1817","Equatorial Guinea","1984",0.31464
"1818","Equatorial Guinea","1985",0.32519
"1819","Equatorial Guinea","1986",0.33365
"1820","Equatorial Guinea","1987",0.34247
"1821","Equatorial Guinea","1988",0.35165
"1822","Equatorial Guinea","1989",0.36119
"1823","Equatorial Guinea","1990",0.3711
"1824","Equatorial Guinea","1991",0.38138
"1825","Equatorial Guinea","1992",0.39202
"1826","Equatorial Guinea","1993",0.40304
"1827","Equatorial Guinea","1994",0.41444
"1828","Equatorial Guinea","1995",0.42623
"1829","Equatorial Guinea","1996",0.43842
"1830","Equatorial Guinea","1997",0.45103
"1831","Equatorial Guinea","1998",0.46406
"1832","Equatorial Guinea","1999",0.47754
"1833","Equatorial Guinea","2000",0.49148
"1834","Equatorial Guinea","2001",0.50592
"1835","Equatorial Guinea","2002",0.52076
"1836","Equatorial Guinea","2003",0.53593
"1837","Equatorial Guinea","2004",0.55142
"1838","Equatorial Guinea","2005",0.56723
"1839","Equatorial Guinea","2006",0.58335
"1840","Equatorial Guinea","2007",0.59976
"1841","Equatorial Guinea","2008",0.61646
"1842","Equatorial Guinea","2009",0.63344
"1843","Equatorial Guinea","2010",0.6507
"1844","Eritrea","1994",3.37969
"1845","Eritrea","1995",3.565
"1846","Eritrea","1996",3.73306
"1847","Eritrea","1997",3.84158
"1848","Eritrea","1998",3.96311
"1849","Eritrea","1999",4.07957
"1850","Eritrea","2000",4.19731
"1851","Eritrea","2001",4.33799
"1852","Eritrea","2002",4.50543
"1853","Eritrea","2003",4.70002
"1854","Eritrea","2004",4.90734
"1855","Eritrea","2005",5.06956
"1856","Eritrea","2006",5.21433
"1857","Eritrea","2007",5.35768
"1858","Eritrea","2008",5.50203
"1859","Eritrea","2009",5.64717
"1860","Eritrea","2010",5.79298
"1861","Estonia","1992",1.52872
"1862","Estonia","1993",1.49143
"1863","Estonia","1994",1.46754
"1864","Estonia","1995",1.44651
"1865","Estonia","1996",1.42783
"1866","Estonia","1997",1.41335
"1867","Estonia","1998",1.40097
"1868","Estonia","1999",1.38976
"1869","Estonia","2000",1.37984
"1870","Estonia","2001",1.36998
"1871","Estonia","2002",1.36012
"1872","Estonia","2003",1.35072
"1873","Estonia","2004",1.34166
"1874","Estonia","2005",1.33289
"1875","Estonia","2006",1.32433
"1876","Estonia","2007",1.31591
"1877","Estonia","2008",1.3076
"1878","Estonia","2009",1.29937
"1879","Estonia","2010",1.29117
"1880","Ethiopia","1980",38.6052
"1881","Ethiopia","1981",40.35937
"1882","Ethiopia","1982",42.18999
"1883","Ethiopia","1983",43.4599
"1884","Ethiopia","1984",44.5123
"1885","Ethiopia","1985",45.16862
"1886","Ethiopia","1986",45.98822
"1887","Ethiopia","1987",47.22622
"1888","Ethiopia","1988",48.67474
"1889","Ethiopia","1989",50.12821
"1890","Ethiopia","1990",51.53533
"1891","Ethiopia","1991",53.20516
"1892","Ethiopia","1992",54.76061
"1893","Ethiopia","1993",56.03139
"1894","Ethiopia","1994",54.03425
"1895","Ethiopia","1995",55.54997
"1896","Ethiopia","1996",57.19265
"1897","Ethiopia","1997",58.80542
"1898","Ethiopia","1998",60.4839
"1899","Ethiopia","1999",62.2794
"1900","Ethiopia","2000",64.16496
"1901","Ethiopia","2001",66.12258
"1902","Ethiopia","2002",68.18727
"1903","Ethiopia","2003",70.36607
"1904","Ethiopia","2004",72.63721
"1905","Ethiopia","2005",74.98029
"1906","Ethiopia","2006",77.4114
"1907","Ethiopia","2007",79.9358
"1908","Ethiopia","2008",82.54484
"1909","Ethiopia","2009",85.23734
"1910","Ethiopia","2010",88.01349
"1911","Eurasia","1980",265.92182
"1912","Eurasia","1981",268.11401
"1913","Eurasia","1982",270.37541
"1914","Eurasia","1983",272.79689
"1915","Eurasia","1984",275.30423
"1916","Eurasia","1985",277.78052
"1917","Eurasia","1986",280.2583
"1918","Eurasia","1987",282.67508
"1919","Eurasia","1988",284.97091
"1920","Eurasia","1989",286.40742
"1921","Eurasia","1990",288.36232
"1922","Eurasia","1991",289.94844
"1923","Eurasia","1992",290.94832
"1924","Eurasia","1993",291.21018
"1925","Eurasia","1994",291.05061
"1926","Eurasia","1995",290.85266
"1927","Eurasia","1996",290.62283
"1928","Eurasia","1997",290.27955
"1929","Eurasia","1998",289.91891
"1930","Eurasia","1999",289.39641
"1931","Eurasia","2000",288.71912
"1932","Eurasia","2001",287.98099
"1933","Eurasia","2002",287.1886
"1934","Eurasia","2003",286.4099
"1935","Eurasia","2004",285.7158
"1936","Eurasia","2005",285.13088
"1937","Eurasia","2006",284.59973
"1938","Eurasia","2007",284.11939
"1939","Eurasia","2008",283.68562
"1940","Eurasia","2009",283.28968
"1941","Eurasia","2010",282.92477
"1942","Europe","1980",529.50082
"1943","Europe","1981",532.62947
"1944","Europe","1982",535.24974
"1945","Europe","1983",537.6101
"1946","Europe","1984",539.96611
"1947","Europe","1985",542.38088
"1948","Europe","1986",544.93264
"1949","Europe","1987",547.46078
"1950","Europe","1988",550.04403
"1951","Europe","1989",553.34384
"1952","Europe","1990",556.54704
"1953","Europe","1991",559.51433
"1954","Europe","1992",562.1496
"1955","Europe","1993",564.5766
"1956","Europe","1994",566.98518
"1957","Europe","1995",569.20044
"1958","Europe","1996",571.23256
"1959","Europe","1997",573.25103
"1960","Europe","1998",575.25757
"1961","Europe","1999",577.29902
"1962","Europe","2000",579.66957
"1963","Europe","2001",582.3036
"1964","Europe","2002",585.01784
"1965","Europe","2003",587.74208
"1966","Europe","2004",590.55745
"1967","Europe","2005",593.44305
"1968","Europe","2006",596.28503
"1969","Europe","2007",599.16377
"1970","Europe","2008",601.85194
"1971","Europe","2009",604.06725
"1972","Europe","2010",606.00344
"1973","Falkland Islands (Islas Malvinas)","1980",0.002
"1974","Falkland Islands (Islas Malvinas)","1981",0.002
"1975","Falkland Islands (Islas Malvinas)","1982",0.002
"1976","Falkland Islands (Islas Malvinas)","1983",0.002
"1977","Falkland Islands (Islas Malvinas)","1984",0.002
"1978","Falkland Islands (Islas Malvinas)","1985",0.002
"1979","Falkland Islands (Islas Malvinas)","1986",0.002
"1980","Falkland Islands (Islas Malvinas)","1987",0.002
"1981","Falkland Islands (Islas Malvinas)","1988",0.002
"1982","Falkland Islands (Islas Malvinas)","1989",0.002
"1983","Falkland Islands (Islas Malvinas)","1990",0.002
"1984","Falkland Islands (Islas Malvinas)","1991",0.002
"1985","Falkland Islands (Islas Malvinas)","1992",0.002
"1986","Falkland Islands (Islas Malvinas)","1993",0.002
"1987","Falkland Islands (Islas Malvinas)","1994",0.002
"1988","Falkland Islands (Islas Malvinas)","1995",0.002
"1989","Falkland Islands (Islas Malvinas)","1996",0.002
"1990","Falkland Islands (Islas Malvinas)","1997",0.00243
"1991","Falkland Islands (Islas Malvinas)","1998",0.0026
"1992","Falkland Islands (Islas Malvinas)","1999",0.0028
"1993","Falkland Islands (Islas Malvinas)","2000",0.00285
"1994","Falkland Islands (Islas Malvinas)","2001",0.0029
"1995","Falkland Islands (Islas Malvinas)","2002",0.00293
"1996","Falkland Islands (Islas Malvinas)","2003",0.00297
"1997","Falkland Islands (Islas Malvinas)","2004",0.00297
"1998","Falkland Islands (Islas Malvinas)","2005",0.00297
"1999","Falkland Islands (Islas Malvinas)","2006",0.00297
"2000","Falkland Islands (Islas Malvinas)","2007",0.00297
"2001","Falkland Islands (Islas Malvinas)","2008",0.00314
"2002","Falkland Islands (Islas Malvinas)","2009",0.00314
"2003","Falkland Islands (Islas Malvinas)","2010",0.00314
"2004","Faroe Islands","1980",0.04345
"2005","Faroe Islands","1981",0.04386
"2006","Faroe Islands","1982",0.04425
"2007","Faroe Islands","1983",0.04457
"2008","Faroe Islands","1984",0.04506
"2009","Faroe Islands","1985",0.04557
"2010","Faroe Islands","1986",0.04605
"2011","Faroe Islands","1987",0.04668
"2012","Faroe Islands","1988",0.04709
"2013","Faroe Islands","1989",0.04728
"2014","Faroe Islands","1990",0.04744
"2015","Faroe Islands","1991",0.04757
"2016","Faroe Islands","1992",0.04778
"2017","Faroe Islands","1993",0.04609
"2018","Faroe Islands","1994",0.0445
"2019","Faroe Islands","1995",0.04354
"2020","Faroe Islands","1996",0.04359
"2021","Faroe Islands","1997",0.04405
"2022","Faroe Islands","1998",0.04456
"2023","Faroe Islands","1999",0.04512
"2024","Faroe Islands","2000",0.04579
"2025","Faroe Islands","2001",0.04659
"2026","Faroe Islands","2002",0.04735
"2027","Faroe Islands","2003",0.04795
"2028","Faroe Islands","2004",0.04829
"2029","Faroe Islands","2005",0.04831
"2030","Faroe Islands","2006",0.04832
"2031","Faroe Islands","2007",0.04849
"2032","Faroe Islands","2008",0.04867
"2033","Faroe Islands","2009",0.04886
"2034","Faroe Islands","2010",0.04906
"2035","Fiji","1980",0.63451
"2036","Fiji","1981",0.64677
"2037","Fiji","1982",0.65891
"2038","Fiji","1983",0.67191
"2039","Fiji","1984",0.68557
"2040","Fiji","1985",0.69894
"2041","Fiji","1986",0.71299
"2042","Fiji","1987",0.71967
"2043","Fiji","1988",0.72637
"2044","Fiji","1989",0.73303
"2045","Fiji","1990",0.73962
"2046","Fiji","1991",0.74617
"2047","Fiji","1992",0.75274
"2048","Fiji","1993",0.75933
"2049","Fiji","1994",0.76592
"2050","Fiji","1995",0.77252
"2051","Fiji","1996",0.77889
"2052","Fiji","1997",0.78561
"2053","Fiji","1998",0.79269
"2054","Fiji","1999",0.79908
"2055","Fiji","2000",0.80493
"2056","Fiji","2001",0.81073
"2057","Fiji","2002",0.81667
"2058","Fiji","2003",0.82318
"2059","Fiji","2004",0.82982
"2060","Fiji","2005",0.83656
"2061","Fiji","2006",0.84395
"2062","Fiji","2007",0.85211
"2063","Fiji","2008",0.86054
"2064","Fiji","2009",0.8685
"2065","Fiji","2010",0.87598
"2066","Finland","1980",4.77954
"2067","Finland","1981",4.79996
"2068","Finland","1982",4.82693
"2069","Finland","1983",4.85579
"2070","Finland","1984",4.88179
"2071","Finland","1985",4.90178
"2072","Finland","1986",4.91739
"2073","Finland","1987",4.93173
"2074","Finland","1988",4.94663
"2075","Finland","1989",4.96244
"2076","Finland","1990",4.98643
"2077","Finland","1991",5.01379
"2078","Finland","1992",5.04104
"2079","Finland","1993",5.06485
"2080","Finland","1994",5.08604
"2081","Finland","1995",5.10465
"2082","Finland","1996",5.12031
"2083","Finland","1997",5.13441
"2084","Finland","1998",5.14698
"2085","Finland","1999",5.1581
"2086","Finland","2000",5.1686
"2087","Finland","2001",5.18031
"2088","Finland","2002",5.19304
"2089","Finland","2003",5.20441
"2090","Finland","2004",5.21451
"2091","Finland","2005",5.22344
"2092","Finland","2006",5.23137
"2093","Finland","2007",5.23846
"2094","Finland","2008",5.24475
"2095","Finland","2009",5.25028
"2096","Finland","2010",5.25507
"2097","Former Czechoslovakia","1980",15.25468
"2098","Former Czechoslovakia","1981",15.3116
"2099","Former Czechoslovakia","1982",15.35175
"2100","Former Czechoslovakia","1983",15.38826
"2101","Former Czechoslovakia","1984",15.4233
"2102","Former Czechoslovakia","1985",15.45479
"2103","Former Czechoslovakia","1986",15.48092
"2104","Former Czechoslovakia","1987",15.51092
"2105","Former Czechoslovakia","1988",15.537
"2106","Former Czechoslovakia","1989",15.55901
"2107","Former Czechoslovakia","1990",15.57213
"2108","Former Czechoslovakia","1991",15.58677
"2109","Former Czechoslovakia","1992",15.61859
"2110","Former Serbia and Montenegro","1992",10.26585
"2111","Former Serbia and Montenegro","1993",10.30694
"2112","Former Serbia and Montenegro","1994",10.35104
"2113","Former Serbia and Montenegro","1995",10.39051
"2114","Former Serbia and Montenegro","1996",10.45074
"2115","Former Serbia and Montenegro","1997",10.47286
"2116","Former Serbia and Montenegro","1998",10.34279
"2117","Former Serbia and Montenegro","1999",10.1599
"2118","Former Serbia and Montenegro","2000",10.03677
"2119","Former Serbia and Montenegro","2001",9.99537
"2120","Former Serbia and Montenegro","2002",10.00203
"2121","Former Serbia and Montenegro","2003",9.99637
"2122","Former Serbia and Montenegro","2004",9.98628
"2123","Former Serbia and Montenegro","2005",9.96876
"2124","Former U.S.S.R.","1980",265.92182
"2125","Former U.S.S.R.","1981",268.11401
"2126","Former U.S.S.R.","1982",270.37541
"2127","Former U.S.S.R.","1983",272.79689
"2128","Former U.S.S.R.","1984",275.30423
"2129","Former U.S.S.R.","1985",277.78052
"2130","Former U.S.S.R.","1986",280.2583
"2131","Former U.S.S.R.","1987",282.67508
"2132","Former U.S.S.R.","1988",284.97091
"2133","Former U.S.S.R.","1989",286.40742
"2134","Former U.S.S.R.","1990",288.36232
"2135","Former U.S.S.R.","1991",289.94844
"2136","Former Yugoslavia","1980",21.76903
"2137","Former Yugoslavia","1981",21.90497
"2138","Former Yugoslavia","1982",22.06112
"2139","Former Yugoslavia","1983",22.19868
"2140","Former Yugoslavia","1984",22.31823
"2141","Former Yugoslavia","1985",22.45474
"2142","Former Yugoslavia","1986",22.58388
"2143","Former Yugoslavia","1987",22.70435
"2144","Former Yugoslavia","1988",22.81812
"2145","Former Yugoslavia","1989",22.92399
"2146","Former Yugoslavia","1990",23.01585
"2147","Former Yugoslavia","1991",23.09752
"2148","France","1980",53.98766
"2149","France","1981",54.27995
"2150","France","1982",54.5712
"2151","France","1983",54.78401
"2152","France","1984",55.08925
"2153","France","1985",55.31477
"2154","France","1986",55.5418
"2155","France","1987",55.78574
"2156","France","1988",56.04352
"2157","France","1989",56.58272
"2158","France","1990",56.9051
"2159","France","1991",57.24172
"2160","France","1992",57.56004
"2161","France","1993",57.86641
"2162","France","1994",58.11596
"2163","France","1995",58.36558
"2164","France","1996",58.61602
"2165","France","1997",58.8725
"2166","France","1998",59.13674
"2167","France","1999",59.40602
"2168","France","2000",59.70356
"2169","France","2001",60.0299
"2170","France","2002",60.3632
"2171","France","2003",60.6916
"2172","France","2004",61.04681
"2173","France","2005",61.43496
"2174","France","2006",61.82613
"2175","France","2007",62.22577
"2176","France","2008",62.61158
"2177","France","2009",62.98296
"2178","France","2010",63.33964
"2179","French Guiana","1980",0.07
"2180","French Guiana","1981",0.07
"2181","French Guiana","1982",0.07
"2182","French Guiana","1983",0.08
"2183","French Guiana","1984",0.08
"2184","French Guiana","1985",0.09
"2185","French Guiana","1986",0.09
"2186","French Guiana","1987",0.1
"2187","French Guiana","1988",0.11
"2188","French Guiana","1989",0.11
"2189","French Guiana","1990",0.12
"2190","French Guiana","1991",0.12
"2191","French Guiana","1992",0.13
"2192","French Guiana","1993",0.13
"2193","French Guiana","1994",0.14
"2194","French Guiana","1995",0.15
"2195","French Guiana","1996",0.15
"2196","French Guiana","1997",0.16
"2197","French Guiana","1998",0.17
"2198","French Guiana","1999",0.17
"2199","French Guiana","2000",0.17
"2200","French Guiana","2001",0.17756
"2201","French Guiana","2002",0.18224
"2202","French Guiana","2003",0.18692
"2203","French Guiana","2004",0.19131
"2204","French Guiana","2005",0.19131
"2205","French Guiana","2006",0.19131
"2206","French Guiana","2007",0.19131
"2207","French Guiana","2008",0.19131
"2208","French Guiana","2009",0.19131
"2209","French Guiana","2010",0.19131
"2210","French Polynesia","1980",0.1509
"2211","French Polynesia","1981",0.15569
"2212","French Polynesia","1982",0.16042
"2213","French Polynesia","1983",0.16532
"2214","French Polynesia","1984",0.17028
"2215","French Polynesia","1985",0.17541
"2216","French Polynesia","1986",0.18064
"2217","French Polynesia","1987",0.18584
"2218","French Polynesia","1988",0.19117
"2219","French Polynesia","1989",0.19654
"2220","French Polynesia","1990",0.20182
"2221","French Polynesia","1991",0.20708
"2222","French Polynesia","1992",0.21217
"2223","French Polynesia","1993",0.21719
"2224","French Polynesia","1994",0.22207
"2225","French Polynesia","1995",0.22676
"2226","French Polynesia","1996",0.2313
"2227","French Polynesia","1997",0.23577
"2228","French Polynesia","1998",0.24024
"2229","French Polynesia","1999",0.24472
"2230","French Polynesia","2000",0.24918
"2231","French Polynesia","2001",0.25361
"2232","French Polynesia","2002",0.25798
"2233","French Polynesia","2003",0.2623
"2234","French Polynesia","2004",0.26655
"2235","French Polynesia","2005",0.27074
"2236","French Polynesia","2006",0.27487
"2237","French Polynesia","2007",0.27896
"2238","French Polynesia","2008",0.28302
"2239","French Polynesia","2009",0.28703
"2240","French Polynesia","2010",0.291
"2241","Gabon","1980",0.71383
"2242","Gabon","1981",0.73084
"2243","Gabon","1982",0.75424
"2244","Gabon","1983",0.77902
"2245","Gabon","1984",0.80526
"2246","Gabon","1985",0.83304
"2247","Gabon","1986",0.85945
"2248","Gabon","1987",0.88092
"2249","Gabon","1988",0.89974
"2250","Gabon","1989",0.91884
"2251","Gabon","1990",0.93808
"2252","Gabon","1991",0.96043
"2253","Gabon","1992",0.98637
"2254","Gabon","1993",1.01316
"2255","Gabon","1994",1.04081
"2256","Gabon","1995",1.06907
"2257","Gabon","1996",1.09771
"2258","Gabon","1997",1.12694
"2259","Gabon","1998",1.15717
"2260","Gabon","1999",1.19565
"2261","Gabon","2000",1.23643
"2262","Gabon","2001",1.26915
"2263","Gabon","2002",1.30042
"2264","Gabon","2003",1.33262
"2265","Gabon","2004",1.36441
"2266","Gabon","2005",1.39569
"2267","Gabon","2006",1.42639
"2268","Gabon","2007",1.45645
"2269","Gabon","2008",1.48583
"2270","Gabon","2009",1.51499
"2271","Gabon","2010",1.54526
"2272","Gambia, The","1980",0.67052
"2273","Gambia, The","1981",0.69266
"2274","Gambia, The","1982",0.71552
"2275","Gambia, The","1983",0.73914
"2276","Gambia, The","1984",0.764
"2277","Gambia, The","1985",0.79055
"2278","Gambia, The","1986",0.81876
"2279","Gambia, The","1987",0.8487
"2280","Gambia, The","1988",0.88042
"2281","Gambia, The","1989",0.91399
"2282","Gambia, The","1990",0.94943
"2283","Gambia, The","1991",0.98663
"2284","Gambia, The","1992",1.02546
"2285","Gambia, The","1993",1.06595
"2286","Gambia, The","1994",1.10758
"2287","Gambia, The","1995",1.1498
"2288","Gambia, The","1996",1.19258
"2289","Gambia, The","1997",1.23585
"2290","Gambia, The","1998",1.27957
"2291","Gambia, The","1999",1.3237
"2292","Gambia, The","2000",1.36822
"2293","Gambia, The","2001",1.41305
"2294","Gambia, The","2002",1.45811
"2295","Gambia, The","2003",1.5034
"2296","Gambia, The","2004",1.54888
"2297","Gambia, The","2005",1.59451
"2298","Gambia, The","2006",1.64029
"2299","Gambia, The","2007",1.68614
"2300","Gambia, The","2008",1.73208
"2301","Gambia, The","2009",1.77808
"2302","Gambia, The","2010",1.82416
"2303","Georgia","1992",5.35529
"2304","Georgia","1993",5.24762
"2305","Georgia","1994",5.12081
"2306","Georgia","1995",5.01295
"2307","Georgia","1996",4.93457
"2308","Georgia","1997",4.88348
"2309","Georgia","1998",4.8485
"2310","Georgia","1999",4.81567
"2311","Georgia","2000",4.77721
"2312","Georgia","2001",4.74616
"2313","Georgia","2002",4.72836
"2314","Georgia","2003",4.71092
"2315","Georgia","2004",4.69389
"2316","Georgia","2005",4.6774
"2317","Georgia","2006",4.66147
"2318","Georgia","2007",4.646
"2319","Georgia","2008",4.63084
"2320","Georgia","2009",4.61581
"2321","Georgia","2010",4.60083
"2322","Germany","1991",79.98424
"2323","Germany","1992",80.59776
"2324","Germany","1993",81.13227
"2325","Germany","1994",81.41416
"2326","Germany","1995",81.6537
"2327","Germany","1996",81.89067
"2328","Germany","1997",82.01107
"2329","Germany","1998",82.02367
"2330","Germany","1999",82.07478
"2331","Germany","2000",82.18791
"2332","Germany","2001",82.28055
"2333","Germany","2002",82.35067
"2334","Germany","2003",82.39833
"2335","Germany","2004",82.42461
"2336","Germany","2005",82.43139
"2337","Germany","2006",82.4223
"2338","Germany","2007",82.401
"2339","Germany","2008",82.36955
"2340","Germany","2009",82.32976
"2341","Germany","2010",82.28299
"2342","Germany, East","1980",16.7579
"2343","Germany, East","1981",16.74183
"2344","Germany, East","1982",16.73527
"2345","Germany, East","1983",16.74166
"2346","Germany, East","1984",16.72542
"2347","Germany, East","1985",16.71491
"2348","Germany, East","1986",16.70349
"2349","Germany, East","1987",16.6283
"2350","Germany, East","1988",16.61057
"2351","Germany, East","1989",16.65491
"2352","Germany, East","1990",16.15039
"2353","Germany, West","1980",61.54
"2354","Germany, West","1981",61.66
"2355","Germany, West","1982",61.6
"2356","Germany, West","1983",61.38
"2357","Germany, West","1984",61.13
"2358","Germany, West","1985",60.97
"2359","Germany, West","1986",61.01
"2360","Germany, West","1987",61.09
"2361","Germany, West","1988",61.42
"2362","Germany, West","1989",61.99
"2363","Germany, West","1990",63.23
"2364","Ghana","1980",11.01119
