"","country","year","population"
"5257","Senegal","2003",10.24014
"5258","Senegal","2004",10.51912
"5259","Senegal","2005",10.80412
"5260","Senegal","2006",11.09611
"5261","Senegal","2007",11.3943
"5262","Senegal","2008",11.69834
"5263","Senegal","2009",12.00807
"5264","Senegal","2010",12.32325
"5265","Serbia","2006",9.2528
"5266","Serbia","2007",9.23257
"5267","Serbia","2008",9.20887
"5268","Serbia","2009",9.18418
"5269","Serbia","2010",9.1599
"5270","Seychelles","1980",0.06395
"5271","Seychelles","1981",0.0647
"5272","Seychelles","1982",0.06528
"5273","Seychelles","1983",0.06585
"5274","Seychelles","1984",0.0665
"5275","Seychelles","1985",0.06718
"5276","Seychelles","1986",0.06784
"5277","Seychelles","1987",0.06846
"5278","Seychelles","1988",0.0692
"5279","Seychelles","1989",0.07001
"5280","Seychelles","1990",0.0708
"5281","Seychelles","1991",0.07165
"5282","Seychelles","1992",0.0725
"5283","Seychelles","1993",0.07332
"5284","Seychelles","1994",0.07413
"5285","Seychelles","1995",0.07493
"5286","Seychelles","1996",0.07571
"5287","Seychelles","1997",0.07641
"5288","Seychelles","1998",0.07717
"5289","Seychelles","1999",0.07814
"5290","Seychelles","2000",0.07916
"5291","Seychelles","2001",0.08017
"5292","Seychelles","2002",0.08113
"5293","Seychelles","2003",0.08205
"5294","Seychelles","2004",0.08297
"5295","Seychelles","2005",0.08389
"5296","Seychelles","2006",0.0848
"5297","Seychelles","2007",0.0857
"5298","Seychelles","2008",0.0866
"5299","Seychelles","2009",0.08748
"5300","Seychelles","2010",0.08834
"5301","Sierra Leone","1980",3.33503
"5302","Sierra Leone","1981",3.40215
"5303","Sierra Leone","1982",3.47225
"5304","Sierra Leone","1983",3.54564
"5305","Sierra Leone","1984",3.62254
"5306","Sierra Leone","1985",3.70309
"5307","Sierra Leone","1986",3.78739
"5308","Sierra Leone","1987",3.87558
"5309","Sierra Leone","1988",3.96778
"5310","Sierra Leone","1989",4.06415
"5311","Sierra Leone","1990",4.2282
"5312","Sierra Leone","1991",4.3349
"5313","Sierra Leone","1992",4.24628
"5314","Sierra Leone","1993",4.09967
"5315","Sierra Leone","1994",3.97796
"5316","Sierra Leone","1995",3.88144
"5317","Sierra Leone","1996",3.8105
"5318","Sierra Leone","1997",3.76521
"5319","Sierra Leone","1998",3.74573
"5320","Sierra Leone","1999",3.73557
"5321","Sierra Leone","2000",3.80906
"5322","Sierra Leone","2001",4.04341
"5323","Sierra Leone","2002",4.28683
"5324","Sierra Leone","2003",4.46568
"5325","Sierra Leone","2004",4.6022
"5326","Sierra Leone","2005",4.70805
"5327","Sierra Leone","2006",4.81762
"5328","Sierra Leone","2007",4.91833
"5329","Sierra Leone","2008",5.023
"5330","Sierra Leone","2009",5.13214
"5331","Sierra Leone","2010",5.2457
"5332","Singapore","1980",2.4139
"5333","Singapore","1981",2.53537
"5334","Singapore","1982",2.65187
"5335","Singapore","1983",2.68926
"5336","Singapore","1984",2.7433
"5337","Singapore","1985",2.7499
"5338","Singapore","1986",2.75007
"5339","Singapore","1987",2.79455
"5340","Singapore","1988",2.86927
"5341","Singapore","1989",2.95775
"5342","Singapore","1990",3.0471
"5343","Singapore","1991",3.14458
"5344","Singapore","1992",3.23587
"5345","Singapore","1993",3.32815
"5346","Singapore","1994",3.42798
"5347","Singapore","1995",3.54287
"5348","Singapore","1996",3.67228
"5349","Singapore","1997",3.80231
"5350","Singapore","1998",3.90453
"5351","Singapore","1999",3.96775
"5352","Singapore","2000",4.03675
"5353","Singapore","2001",4.12023
"5354","Singapore","2002",4.19778
"5355","Singapore","2003",4.27679
"5356","Singapore","2004",4.35389
"5357","Singapore","2005",4.42572
"5358","Singapore","2006",4.49215
"5359","Singapore","2007",4.55301
"5360","Singapore","2008",4.60817
"5361","Singapore","2009",4.65754
"5362","Singapore","2010",4.70107
"5363","Slovakia","1993",5.32358
"5364","Slovakia","1994",5.34526
"5365","Slovakia","1995",5.36159
"5366","Slovakia","1996",5.37319
"5367","Slovakia","1997",5.38301
"5368","Slovakia","1998",5.39024
"5369","Slovakia","1999",5.39574
"5370","Slovakia","2000",5.40032
"5371","Slovakia","2001",5.40468
"5372","Slovakia","2002",5.41005
"5373","Slovakia","2003",5.41641
"5374","Slovakia","2004",5.42357
"5375","Slovakia","2005",5.43136
"5376","Slovakia","2006",5.43945
"5377","Slovakia","2007",5.4475
"5378","Slovakia","2008",5.45541
"5379","Slovakia","2009",5.46305
"5380","Slovakia","2010",5.47031
"5381","Slovenia","1992",1.99921
"5382","Slovenia","1993",1.99993
"5383","Slovenia","1994",2.00104
"5384","Slovenia","1995",2.00283
"5385","Slovenia","1996",2.00743
"5386","Slovenia","1997",2.01161
"5387","Slovenia","1998",2.01081
"5388","Slovenia","1999",2.00965
"5389","Slovenia","2000",2.01056
"5390","Slovenia","2001",2.01118
"5391","Slovenia","2002",2.0115
"5392","Slovenia","2003",2.0116
"5393","Slovenia","2004",2.01147
"5394","Slovenia","2005",2.01107
"5395","Slovenia","2006",2.01035
"5396","Slovenia","2007",2.00925
"5397","Slovenia","2008",2.00771
"5398","Slovenia","2009",2.00569
"5399","Slovenia","2010",2.00314
"5400","Solomon Islands","1980",0.23077
"5401","Solomon Islands","1981",0.23874
"5402","Solomon Islands","1982",0.24693
"5403","Solomon Islands","1983",0.25535
"5404","Solomon Islands","1984",0.26401
"5405","Solomon Islands","1985",0.27293
"5406","Solomon Islands","1986",0.28212
"5407","Solomon Islands","1987",0.29154
"5408","Solomon Islands","1988",0.30118
"5409","Solomon Islands","1989",0.31104
"5410","Solomon Islands","1990",0.32113
"5411","Solomon Islands","1991",0.33147
"5412","Solomon Islands","1992",0.34204
"5413","Solomon Islands","1993",0.35284
"5414","Solomon Islands","1994",0.36385
"5415","Solomon Islands","1995",0.37507
"5416","Solomon Islands","1996",0.38649
"5417","Solomon Islands","1997",0.39809
"5418","Solomon Islands","1998",0.40984
"5419","Solomon Islands","1999",0.42172
"5420","Solomon Islands","2000",0.43373
"5421","Solomon Islands","2001",0.44591
"5422","Solomon Islands","2002",0.45822
"5423","Solomon Islands","2003",0.47065
"5424","Solomon Islands","2004",0.48317
"5425","Solomon Islands","2005",0.49575
"5426","Solomon Islands","2006",0.50838
"5427","Solomon Islands","2007",0.52107
"5428","Solomon Islands","2008",0.53378
"5429","Solomon Islands","2009",0.54649
"5430","Solomon Islands","2010",0.5592
"5431","Somalia","1980",5.79356
"5432","Somalia","1981",5.8288
"5433","Somalia","1982",5.8345
"5434","Somalia","1983",6.01035
"5435","Somalia","1984",6.21774
"5436","Somalia","1985",6.45854
"5437","Somalia","1986",6.71493
"5438","Somalia","1987",6.93908
"5439","Somalia","1988",6.91829
"5440","Somalia","1989",6.76633
"5441","Somalia","1990",6.69204
"5442","Somalia","1991",6.46448
"5443","Somalia","1992",6.11621
"5444","Somalia","1993",6.10102
"5445","Somalia","1994",6.26444
"5446","Somalia","1995",6.40072
"5447","Somalia","1996",6.57426
"5448","Somalia","1997",6.75108
"5449","Somalia","1998",6.9652
"5450","Somalia","1999",7.17102
"5451","Somalia","2000",7.38572
"5452","Somalia","2001",7.62677
"5453","Somalia","2002",7.89678
"5454","Somalia","2003",8.17424
"5455","Somalia","2004",8.45947
"5456","Somalia","2005",8.75245
"5457","Somalia","2006",9.03018
"5458","Somalia","2007",9.29161
"5459","Somalia","2008",9.55867
"5460","Somalia","2009",9.83202
"5461","Somalia","2010",10.11245
"5462","South Africa","1980",30.30961
"5463","South Africa","1981",31.24317
"5464","South Africa","1982",32.2392
"5465","South Africa","1983",33.27827
"5466","South Africa","1984",34.35109
"5467","South Africa","1985",35.45826
"5468","South Africa","1986",36.34173
"5469","South Africa","1987",37.22598
"5470","South Africa","1988",38.12772
"5471","South Africa","1989",39.04797
"5472","South Africa","1990",38.47627
"5473","South Africa","1991",39.29952
"5474","South Africa","1992",40.09107
"5475","South Africa","1993",40.94061
"5476","South Africa","1994",41.66156
"5477","South Africa","1995",42.22792
"5478","South Africa","1996",42.79396
"5479","South Africa","1997",43.35363
"5480","South Africa","1998",43.96192
"5481","South Africa","1999",44.52627
"5482","South Africa","2000",45.0641
"5483","South Africa","2001",45.57622
"5484","South Africa","2002",46.07695
"5485","South Africa","2003",46.56663
"5486","South Africa","2004",47.03287
"5487","South Africa","2005",47.48345
"5488","South Africa","2006",47.92567
"5489","South Africa","2007",48.36713
"5490","South Africa","2008",48.78276
"5491","South Africa","2009",49.05249
"5492","South Africa","2010",49.10911
"5493","Spain","1980",37.48836
"5494","Spain","1981",37.7508
"5495","Spain","1982",37.98331
"5496","Spain","1983",38.18417
"5497","Spain","1984",38.36286
"5498","Spain","1985",38.53485
"5499","Spain","1986",38.70756
"5500","Spain","1987",38.8807
"5501","Spain","1988",39.05388
"5502","Spain","1989",39.21452
"5503","Spain","1990",39.35077
"5504","Spain","1991",39.46142
"5505","Spain","1992",39.55243
"5506","Spain","1993",39.6377
"5507","Spain","1994",39.70788
"5508","Spain","1995",39.76471
"5509","Spain","1996",39.82056
"5510","Spain","1997",39.90724
"5511","Spain","1998",40.0461
"5512","Spain","1999",40.25144
"5513","Spain","2000",40.589
"5514","Spain","2001",41.04689
"5515","Spain","2002",41.63961
"5516","Spain","2003",42.32103
"5517","Spain","2004",43.00016
"5518","Spain","2005",43.70437
"5519","Spain","2006",44.43175
"5520","Spain","2007",45.21164
"5521","Spain","2008",45.91037
"5522","Spain","2009",46.29524
"5523","Spain","2010",46.50596
"5524","Sri Lanka","1980",15.05597
"5525","Sri Lanka","1981",15.31549
"5526","Sri Lanka","1982",15.57547
"5527","Sri Lanka","1983",15.78446
"5528","Sri Lanka","1984",15.97692
"5529","Sri Lanka","1985",16.18811
"5530","Sri Lanka","1986",16.42379
"5531","Sri Lanka","1987",16.66312
"5532","Sri Lanka","1988",16.90308
"5533","Sri Lanka","1989",17.14229
"5534","Sri Lanka","1990",17.36508
"5535","Sri Lanka","1991",17.55905
"5536","Sri Lanka","1992",17.75561
"5537","Sri Lanka","1993",17.99715
"5538","Sri Lanka","1994",18.24706
"5539","Sri Lanka","1995",18.47588
"5540","Sri Lanka","1996",18.67967
"5541","Sri Lanka","1997",18.8682
"5542","Sri Lanka","1998",19.05566
"5543","Sri Lanka","1999",19.24104
"5544","Sri Lanka","2000",19.43587
"5545","Sri Lanka","2001",19.64627
"5546","Sri Lanka","2002",19.87007
"5547","Sri Lanka","2003",20.09749
"5548","Sri Lanka","2004",20.30327
"5549","Sri Lanka","2005",20.50426
"5550","Sri Lanka","2006",20.71793
"5551","Sri Lanka","2007",20.92632
"5552","Sri Lanka","2008",21.12877
"5553","Sri Lanka","2009",21.32479
"5554","Sri Lanka","2010",21.51399
"5555","Sudan","1980",19.48245
"5556","Sudan","1981",20.19661
"5557","Sudan","1982",20.94364
"5558","Sudan","1983",21.69704
"5559","Sudan","1984",22.40189
"5560","Sudan","1985",23.14525
"5561","Sudan","1986",23.78422
"5562","Sudan","1987",24.2799
"5563","Sudan","1988",24.67247
"5564","Sudan","1989",25.19269
"5565","Sudan","1990",25.8881
"5566","Sudan","1991",26.76895
"5567","Sudan","1992",27.66838
"5568","Sudan","1993",28.39476
"5569","Sudan","1994",29.16041
"5570","Sudan","1995",29.95296
"5571","Sudan","1996",30.63013
"5572","Sudan","1997",31.4161
"5573","Sudan","1998",32.36192
"5574","Sudan","1999",33.22446
"5575","Sudan","2000",34.1093
"5576","Sudan","2001",35.02449
"5577","Sudan","2002",35.9266
"5578","Sudan","2003",36.70783
"5579","Sudan","2004",37.44223
"5580","Sudan","2005",38.36308
"5581","Sudan","2006",39.3964
"5582","Sudan","2007",40.52607
"5583","Sudan","2008",41.68078
"5584","Sudan","2009",42.81128
"5585","Sudan","2010",43.9396
"5586","Suriname","1980",0.35408
"5587","Suriname","1981",0.35251
"5588","Suriname","1982",0.36009
"5589","Suriname","1983",0.36762
"5590","Suriname","1984",0.37426
"5591","Suriname","1985",0.38042
"5592","Suriname","1986",0.38489
"5593","Suriname","1987",0.38662
"5594","Suriname","1988",0.38856
"5595","Suriname","1989",0.39255
"5596","Suriname","1990",0.3948
"5597","Suriname","1991",0.39536
"5598","Suriname","1992",0.3965
"5599","Suriname","1993",0.39724
"5600","Suriname","1994",0.39877
"5601","Suriname","1995",0.40283
"5602","Suriname","1996",0.40761
"5603","Suriname","1997",0.41339
"5604","Suriname","1998",0.41993
"5605","Suriname","1999",0.42626
"5606","Suriname","2000",0.43249
"5607","Suriname","2001",0.43851
"5608","Suriname","2002",0.44433
"5609","Suriname","2003",0.44993
"5610","Suriname","2004",0.45532
"5611","Suriname","2005",0.4605
"5612","Suriname","2006",0.46561
"5613","Suriname","2007",0.47078
"5614","Suriname","2008",0.476
"5615","Suriname","2009",0.48127
"5616","Suriname","2010",0.48662
"5617","Swaziland","1980",0.61146
"5618","Swaziland","1981",0.63131
"5619","Swaziland","1982",0.64981
"5620","Swaziland","1983",0.67241
"5621","Swaziland","1984",0.69634
"5622","Swaziland","1985",0.72157
"5623","Swaziland","1986",0.74942
"5624","Swaziland","1987",0.77759
"5625","Swaziland","1988",0.81499
"5626","Swaziland","1989",0.8493
"5627","Swaziland","1990",0.8816
"5628","Swaziland","1991",0.92247
"5629","Swaziland","1992",0.95902
"5630","Swaziland","1993",0.98872
"5631","Swaziland","1994",0.99492
"5632","Swaziland","1995",1.00364
"5633","Swaziland","1996",1.03245
"5634","Swaziland","1997",1.06106
"5635","Swaziland","1998",1.0894
"5636","Swaziland","1999",1.11714
"5637","Swaziland","2000",1.14393
"5638","Swaziland","2001",1.16952
"5639","Swaziland","2002",1.19371
"5640","Swaziland","2003",1.21644
"5641","Swaziland","2004",1.23795
"5642","Swaziland","2005",1.25898
"5643","Swaziland","2006",1.2798
"5644","Swaziland","2007",1.29991
"5645","Swaziland","2008",1.3191
"5646","Swaziland","2009",1.33719
"5647","Swaziland","2010",1.35405
"5648","Sweden","1980",8.31047
"5649","Sweden","1981",8.32049
"5650","Sweden","1982",8.32526
"5651","Sweden","1983",8.32903
"5652","Sweden","1984",8.34262
"5653","Sweden","1985",8.35634
"5654","Sweden","1986",8.38407
"5655","Sweden","1987",8.4214
"5656","Sweden","1988",8.46934
"5657","Sweden","1989",8.52628
"5658","Sweden","1990",8.60082
"5659","Sweden","1991",8.66811
"5660","Sweden","1992",8.71887
"5661","Sweden","1993",8.76928
"5662","Sweden","1994",8.83149
"5663","Sweden","1995",8.87789
"5664","Sweden","1996",8.89223
"5665","Sweden","1997",8.89762
"5666","Sweden","1998",8.90268
"5667","Sweden","1999",8.90979
"5668","Sweden","2000",8.92357
"5669","Sweden","2001",8.93991
"5670","Sweden","2002",8.95417
"5671","Sweden","2003",8.97031
"5672","Sweden","2004",8.9864
"5673","Sweden","2005",9.00177
"5674","Sweden","2006",9.0166
"5675","Sweden","2007",9.03109
"5676","Sweden","2008",9.04539
"5677","Sweden","2009",9.05965
"5678","Sweden","2010",9.07406
"5679","Switzerland","1980",6.4103
"5680","Switzerland","1981",6.45112
"5681","Switzerland","1982",6.49438
"5682","Switzerland","1983",6.52752
"5683","Switzerland","1984",6.55628
"5684","Switzerland","1985",6.59065
"5685","Switzerland","1986",6.63043
"5686","Switzerland","1987",6.67749
"5687","Switzerland","1988",6.73194
"5688","Switzerland","1989",6.79173
"5689","Switzerland","1990",6.86542
"5690","Switzerland","1991",6.94985
"5691","Switzerland","1992",7.02515
"5692","Switzerland","1993",7.08838
"5693","Switzerland","1994",7.14508
"5694","Switzerland","1995",7.18796
"5695","Switzerland","1996",7.21214
"5696","Switzerland","1997",7.22506
"5697","Switzerland","1998",7.23953
"5698","Switzerland","1999",7.26468
"5699","Switzerland","2000",7.29913
"5700","Switzerland","2001",7.34377
"5701","Switzerland","2002",7.3946
"5702","Switzerland","2003",7.44147
"5703","Switzerland","2004",7.48431
"5704","Switzerland","2005",7.5231
"5705","Switzerland","2006",7.55793
"5706","Switzerland","2007",7.58892
"5707","Switzerland","2008",7.61604
"5708","Switzerland","2009",7.63923
"5709","Switzerland","2010",7.65844
"5710","Syria","1980",8.75241
"5711","Syria","1981",9.04923
"5712","Syria","1982",9.38665
"5713","Syria","1983",9.73512
"5714","Syria","1984",10.09494
"5715","Syria","1985",10.46614
"5716","Syria","1986",10.84857
"5717","Syria","1987",11.24297
"5718","Syria","1988",11.64601
"5719","Syria","1989",12.05294
"5720","Syria","1990",12.5
"5721","Syria","1991",12.93313
"5722","Syria","1992",13.31165
"5723","Syria","1993",13.68518
"5724","Syria","1994",14.06143
"5725","Syria","1995",14.44857
"5726","Syria","1996",14.8437
"5727","Syria","1997",15.24445
"5728","Syria","1998",15.64985
"5729","Syria","1999",16.05894
"5730","Syria","2000",16.47124
"5731","Syria","2001",16.88507
"5732","Syria","2002",17.29982
"5733","Syria","2003",17.71535
"5734","Syria","2004",18.13682
"5735","Syria","2005",18.56267
"5736","Syria","2006",19.32269
"5737","Syria","2007",20.48772
"5738","Syria","2008",21.32486
"5739","Syria","2009",21.76298
"5740","Syria","2010",22.19811
"5741","Taiwan","1980",17.84832
"5742","Taiwan","1981",18.17743
"5743","Taiwan","1982",18.50139
"5744","Taiwan","1983",18.80339
"5745","Taiwan","1984",19.08335
"5746","Taiwan","1985",19.33736
"5747","Taiwan","1986",19.55558
"5748","Taiwan","1987",19.7578
"5749","Taiwan","1988",19.9761
"5750","Taiwan","1989",20.20754
"5751","Taiwan","1990",20.27825
"5752","Taiwan","1991",20.49209
"5753","Taiwan","1992",20.6872
"5754","Taiwan","1993",20.88606
"5755","Taiwan","1994",21.09325
"5756","Taiwan","1995",21.29041
"5757","Taiwan","1996",21.45771
"5758","Taiwan","1997",21.63853
"5759","Taiwan","1998",21.83444
"5760","Taiwan","1999",22.00781
"5761","Taiwan","2000",22.18286
"5762","Taiwan","2001",22.33581
"5763","Taiwan","2002",22.45063
"5764","Taiwan","2003",22.54347
"5765","Taiwan","2004",22.62239
"5766","Taiwan","2005",22.70108
"5767","Taiwan","2006",22.78187
"5768","Taiwan","2007",22.85887
"5769","Taiwan","2008",22.92095
"5770","Taiwan","2009",22.97435
"5771","Taiwan","2010",23.02496
"5772","Tajikistan","1992",5.50003
"5773","Tajikistan","1993",5.54663
"5774","Tajikistan","1994",5.60449
"5775","Tajikistan","1995",5.67823
"5776","Tajikistan","1996",5.76436
"5777","Tajikistan","1997",5.86469
"5778","Tajikistan","1998",5.98349
"5779","Tajikistan","1999",6.11086
"5780","Tajikistan","2000",6.2297
"5781","Tajikistan","2001",6.3391
"5782","Tajikistan","2002",6.45201
"5783","Tajikistan","2003",6.56785
"5784","Tajikistan","2004",6.68843
"5785","Tajikistan","2005",6.81479
"5786","Tajikistan","2006",6.94406
"5787","Tajikistan","2007",7.0766
"5788","Tajikistan","2008",7.21188
"5789","Tajikistan","2009",7.34915
"5790","Tajikistan","2010",7.48749
"5791","Tanzania","1980",18.66506
"5792","Tanzania","1981",19.212
"5793","Tanzania","1982",19.77679
"5794","Tanzania","1983",20.36842
"5795","Tanzania","1984",20.98409
"5796","Tanzania","1985",21.61843
"5797","Tanzania","1986",22.28417
"5798","Tanzania","1987",23.01672
"5799","Tanzania","1988",23.76376
"5800","Tanzania","1989",24.48489
"5801","Tanzania","1990",25.21428
"5802","Tanzania","1991",25.97254
"5803","Tanzania","1992",26.76747
"5804","Tanzania","1993",27.69659
"5805","Tanzania","1994",28.79766
"5806","Tanzania","1995",29.7529
"5807","Tanzania","1996",30.39214
"5808","Tanzania","1997",31.09265
"5809","Tanzania","1998",31.95096
"5810","Tanzania","1999",32.80803
"5811","Tanzania","2000",33.71212
"5812","Tanzania","2001",34.56725
"5813","Tanzania","2002",35.3831
"5814","Tanzania","2003",36.19879
"5815","Tanzania","2004",36.98997
"5816","Tanzania","2005",37.77057
"5817","Tanzania","2006",38.56853
"5818","Tanzania","2007",39.38422
"5819","Tanzania","2008",40.21316
"5820","Tanzania","2009",41.04853
"5821","Tanzania","2010",41.8929
"5822","Thailand","1980",47.02576
"5823","Thailand","1981",47.9365
"5824","Thailand","1982",48.82716
"5825","Thailand","1983",49.69425
"5826","Thailand","1984",50.53378
"5827","Thailand","1985",51.34181
"5828","Thailand","1986",52.12948
"5829","Thailand","1987",52.91034
"5830","Thailand","1988",53.68343
"5831","Thailand","1989",54.44569
"5832","Thailand","1990",55.19672
"5833","Thailand","1991",55.94196
"5834","Thailand","1992",56.69281
"5835","Thailand","1993",57.44296
"5836","Thailand","1994",58.19106
"5837","Thailand","1995",58.94228
"5838","Thailand","1996",59.67497
"5839","Thailand","1997",60.36736
"5840","Thailand","1998",61.03791
"5841","Thailand","1999",61.63419
"5842","Thailand","2000",62.15674
"5843","Thailand","2001",62.68514
"5844","Thailand","2002",63.21312
"5845","Thailand","2003",63.73055
"5846","Thailand","2004",64.24084
"5847","Thailand","2005",64.7426
"5848","Thailand","2006",65.23501
"5849","Thailand","2007",65.71702
"5850","Thailand","2008",66.18726
"5851","Thailand","2009",66.64481
"5852","Thailand","2010",67.0895
"5853","Timor-Leste (East Timor)","2003",0.99855
"5854","Timor-Leste (East Timor)","2004",1.02005
"5855","Timor-Leste (East Timor)","2005",1.04181
"5856","Timor-Leste (East Timor)","2006",1.06384
"5857","Timor-Leste (East Timor)","2007",1.08617
"5858","Timor-Leste (East Timor)","2008",1.10878
"5859","Timor-Leste (East Timor)","2009",1.13161
"5860","Timor-Leste (East Timor)","2010",1.15463
"5861","Togo","1980",2.62551
"5862","Togo","1981",2.71957
"5863","Togo","1982",2.8166
"5864","Togo","1983",2.9175
"5865","Togo","1984",3.02179
"5866","Togo","1985",3.12943
"5867","Togo","1986",3.24072
"5868","Togo","1987",3.35592
"5869","Togo","1988",3.47514
"5870","Togo","1989",3.59714
"5871","Togo","1990",3.72079
"5872","Togo","1991",3.84605
"5873","Togo","1992",3.97281
"5874","Togo","1993",3.95258
"5875","Togo","1994",3.98199
"5876","Togo","1995",4.20291
"5877","Togo","1996",4.40207
"5878","Togo","1997",4.57245
"5879","Togo","1998",4.71517
"5880","Togo","1999",4.85245
"5881","Togo","2000",4.99183
"5882","Togo","2001",5.13457
"5883","Togo","2002",5.27793
"5884","Togo","2003",5.42496
"5885","Togo","2004",5.57821
"5886","Togo","2005",5.71452
"5887","Togo","2006",5.8654
"5888","Togo","2007",6.04238
"5889","Togo","2008",6.22035
"5890","Togo","2009",6.40501
"5891","Togo","2010",6.58724
"5892","Tonga","1980",0.09136
"5893","Tonga","1981",0.09177
"5894","Tonga","1982",0.0922
"5895","Tonga","1983",0.09263
"5896","Tonga","1984",0.09288
"5897","Tonga","1985",0.09335
"5898","Tonga","1986",0.09374
"5899","Tonga","1987",0.094
"5900","Tonga","1988",0.09332
"5901","Tonga","1989",0.09278
"5902","Tonga","1990",0.09212
"5903","Tonga","1991",0.09126
"5904","Tonga","1992",0.09214
"5905","Tonga","1993",0.09378
"5906","Tonga","1994",0.09444
"5907","Tonga","1995",0.0952
"5908","Tonga","1996",0.0962
"5909","Tonga","1997",0.09744
"5910","Tonga","1998",0.09887
"5911","Tonga","1999",0.10051
"5912","Tonga","2000",0.10235
"5913","Tonga","2001",0.10426
"5914","Tonga","2002",0.10616
"5915","Tonga","2003",0.10817
"5916","Tonga","2004",0.11026
"5917","Tonga","2005",0.11245
"5918","Tonga","2006",0.11471
"5919","Tonga","2007",0.11694
"5920","Tonga","2008",0.11901
"5921","Tonga","2009",0.1209
"5922","Tonga","2010",0.12258
"5923","Trinidad and Tobago","1980",1.09051
"5924","Trinidad and Tobago","1981",1.10784
"5925","Trinidad and Tobago","1982",1.12732
"5926","Trinidad and Tobago","1983",1.14815
"5927","Trinidad and Tobago","1984",1.16888
"5928","Trinidad and Tobago","1985",1.18903
"5929","Trinidad and Tobago","1986",1.20833
"5930","Trinidad and Tobago","1987",1.22499
"5931","Trinidad and Tobago","1988",1.23838
"5932","Trinidad and Tobago","1989",1.24816
"5933","Trinidad and Tobago","1990",1.25519
"5934","Trinidad and Tobago","1991",1.26039
"5935","Trinidad and Tobago","1992",1.2635
"5936","Trinidad and Tobago","1993",1.26512
"5937","Trinidad and Tobago","1994",1.26525
"5938","Trinidad and Tobago","1995",1.26432
"5939","Trinidad and Tobago","1996",1.26246
"5940","Trinidad and Tobago","1997",1.26015
"5941","Trinidad and Tobago","1998",1.25764
"5942","Trinidad and Tobago","1999",1.25463
"5943","Trinidad and Tobago","2000",1.25178
"5944","Trinidad and Tobago","2001",1.24905
"5945","Trinidad and Tobago","2002",1.24584
"5946","Trinidad and Tobago","2003",1.24243
"5947","Trinidad and Tobago","2004",1.23933
"5948","Trinidad and Tobago","2005",1.23669
"5949","Trinidad and Tobago","2006",1.23456
"5950","Trinidad and Tobago","2007",1.23281
"5951","Trinidad and Tobago","2008",1.23132
"5952","Trinidad and Tobago","2009",1.22995
"5953","Trinidad and Tobago","2010",1.22869
"5954","Tunisia","1980",6.44318
"5955","Tunisia","1981",6.60571
"5956","Tunisia","1982",6.7341
"5957","Tunisia","1983",6.85989
"5958","Tunisia","1984",7.18453
"5959","Tunisia","1985",7.3637
"5960","Tunisia","1986",7.54708
"5961","Tunisia","1987",7.72802
"5962","Tunisia","1988",7.89856
"5963","Tunisia","1989",8.05669
"5964","Tunisia","1990",8.21101
"5965","Tunisia","1991",8.36852
"5966","Tunisia","1992",8.52679
"5967","Tunisia","1993",8.68412
"5968","Tunisia","1994",8.8354
"5969","Tunisia","1995",8.97627
"5970","Tunisia","1996",9.10886
"5971","Tunisia","1997",9.23529
"5972","Tunisia","1998",9.35274
"5973","Tunisia","1999",9.46255
"5974","Tunisia","2000",9.56755
"5975","Tunisia","2001",9.67117
"5976","Tunisia","2002",9.77448
"5977","Tunisia","2003",9.87718
"5978","Tunisia","2004",9.97893
"5979","Tunisia","2005",10.07938
"5980","Tunisia","2006",10.17973
"5981","Tunisia","2007",10.28121
"5982","Tunisia","2008",10.38358
"5983","Tunisia","2009",10.48634
"5984","Tunisia","2010",10.58903
"5985","Turkey","1980",45.04797
"5986","Turkey","1981",46.25323
"5987","Turkey","1982",47.46418
"5988","Turkey","1983",48.66062
"5989","Turkey","1984",49.83974
"5990","Turkey","1985",50.99701
"5991","Turkey","1986",52.12734
"5992","Turkey","1987",53.24267
"5993","Turkey","1988",54.35553
"5994","Turkey","1989",55.46248
"5995","Turkey","1990",56.56068
"5996","Turkey","1991",57.65023
"5997","Turkey","1992",58.73117
"5998","Turkey","1993",59.80053
"5999","Turkey","1994",60.86709
"6000","Turkey","1995",61.94015
"6001","Turkey","1996",63.0178
"6002","Turkey","1997",64.09769
"6003","Turkey","1998",65.17718
"6004","Turkey","1999",66.254
"6005","Turkey","2000",67.3293
"6006","Turkey","2001",68.4049
"6007","Turkey","2002",69.47904
"6008","Turkey","2003",70.54864
"6009","Turkey","2004",71.61354
"6010","Turkey","2005",72.67381
"6011","Turkey","2006",73.72612
"6012","Turkey","2007",74.76784
"6013","Turkey","2008",75.79384
"6014","Turkey","2009",76.80552
"6015","Turkey","2010",77.80412
"6016","Turkmenistan","1992",3.83023
"6017","Turkmenistan","1993",3.91796
"6018","Turkmenistan","1994",4.0039
"6019","Turkmenistan","1995",4.07873
"6020","Turkmenistan","1996",4.14267
"6021","Turkmenistan","1997",4.20061
"6022","Turkmenistan","1998",4.26226
"6023","Turkmenistan","1999",4.32469
"6024","Turkmenistan","2000",4.38549
"6025","Turkmenistan","2001",4.44458
"6026","Turkmenistan","2002",4.50262
"6027","Turkmenistan","2003",4.55613
"6028","Turkmenistan","2004",4.60847
"6029","Turkmenistan","2005",4.66416
"6030","Turkmenistan","2006",4.71951
"6031","Turkmenistan","2007",4.77423
"6032","Turkmenistan","2008",4.82933
"6033","Turkmenistan","2009",4.88489
"6034","Turkmenistan","2010",4.94092
